pair_key,molecule_a_id,molecule_b_id,molecule_a_hash,molecule_b_hash,scaffold_a_hash,scaffold_b_hash,tanimoto_similarity,delta_pIC50
3ae3e658a345,CHEMBL5860718,CHEMBL5972723,bfcf8cd83e55,647ef0251023,f9334c24dbd8,f9334c24dbd8,0.8571,3.6291
17f2f121ad57,CHEMBL5768138,CHEMBL5957231,c13a3468575c,5c4a987cf957,e392073982b0,904246bda3ab,0.8539,3.5374
d44b3e13bee6,CHEMBL205798,CHEMBL438075,802503091a34,3af3de82a62f,ae1937cf8167,ae1937cf8167,0.8841,3.3205
002e3740490c,CHEMBL593860,CHEMBL604485,6e5acd2d1644,b154d8af4626,c9c1b60fac08,912fe434e1f0,0.8889,3.2175
46d34ac8f009,CHEMBL5768138,CHEMBL5840248,c13a3468575c,a2fd3e5c15d9,e392073982b0,c6f1bfeaa71e,0.8556,3.1658
837a3dcbf765,CHEMBL4858583,CHEMBL570918,a2116a99684e,dea1f277e113,3e29b80f74c6,3e29b80f74c6,0.871,3.1079
4d22b70778a6,CHEMBL593760,CHEMBL593860,a4097c60fa82,6e5acd2d1644,912fe434e1f0,c9c1b60fac08,0.8767,3.0607
84a0ae9afed4,CHEMBL2064379,CHEMBL2064383,2d5911d88dec,c07a1e8c2203,e9ca67cf14a6,e9ca67cf14a6,0.8689,3.049
20a767ad42d4,CHEMBL5760794,CHEMBL5964497,0ba9f7535a45,d09c745fa3e8,f9334c24dbd8,f9334c24dbd8,0.8784,3.0462
f4cc2a40892c,CHEMBL4858583,CHEMBL583683,a2116a99684e,a423018b4b66,3e29b80f74c6,3e29b80f74c6,1.0,3.0
6b0b0f6b80da,CHEMBL3353409,CHEMBL4290568,adb6e00d499c,633389abf9f0,4aa52b594411,4aa52b594411,0.8625,2.943
2d1ba3ae0c05,CHEMBL250130,CHEMBL403785,147ab0aff385,7b2f8f43c689,8fce79ccdf58,8fce79ccdf58,1.0,2.9345
4374e4916440,CHEMBL5768138,CHEMBL5952823,c13a3468575c,8f0b89a204ed,e392073982b0,b863e5758f53,0.8556,2.8436
c106cfa0784b,CHEMBL4635100,CHEMBL4639556,e9ba4dfdec50,8a62464a99b3,bbd1bb786c8e,f6fac36fd2ff,0.8523,2.8424
f1e9f837292b,CHEMBL5768138,CHEMBL5875012,c13a3468575c,9ed89c654f16,e392073982b0,e392073982b0,1.0,2.8041
b0ea882674a5,CHEMBL5875012,CHEMBL5932679,9ed89c654f16,93d792634add,e392073982b0,e392073982b0,0.8851,2.8026
05e954eee817,CHEMBL3416592,CHEMBL3416593,da16cd4b70ad,9217204f6302,0e7acafb2eb9,0e7acafb2eb9,1.0,2.7987
504e95cb3dcd,CHEMBL5768138,CHEMBL5857682,c13a3468575c,c73aaa9169ee,e392073982b0,e392073982b0,0.907,2.7948
25a439d41cc6,CHEMBL5857682,CHEMBL5932679,c73aaa9169ee,93d792634add,e392073982b0,e392073982b0,0.8851,2.7933
af21e8d8e45f,CHEMBL4750196,CHEMBL4784185,af91ad93252f,1b0e825b5f64,ba13fcf595df,ba13fcf595df,0.8721,2.786
813790ad5d71,CHEMBL318736,CHEMBL418967,ea463d5ef175,aa7b2a7fd7ef,3e29b80f74c6,3e29b80f74c6,0.8889,2.7859
2d464bd7d98d,CHEMBL5768138,CHEMBL5786132,c13a3468575c,4423b7e08cc1,e392073982b0,e392073982b0,0.8736,2.7345
d86ee6b5cccf,CHEMBL4097027,CHEMBL4105656,3836922389d4,e6a0f5d51f49,9befaba343d0,9befaba343d0,0.8684,2.727
78d626dbd49a,CHEMBL5951478,CHEMBL5982314,598a023cb74c,b29653d05d1c,e75fd5c2c911,e75fd5c2c911,1.0,2.6749
67d369a95fce,CHEMBL3927293,CHEMBL5266785,f7474b0e0f76,ff0dc1695595,a5d822507e38,a5d822507e38,0.8514,2.6319
b789f68f41db,CHEMBL5768138,CHEMBL5862436,c13a3468575c,696d377fc228,e392073982b0,e392073982b0,0.8851,2.5861
7d6b36c75585,CHEMBL5862436,CHEMBL5932679,696d377fc228,93d792634add,e392073982b0,e392073982b0,0.8851,2.5846
b4949fe8c91e,CHEMBL1272061,CHEMBL1272168,38c77b153ec9,d31f8b2b58a6,94bc1f78001b,94bc1f78001b,1.0,2.5822
20622acdc115,CHEMBL2347962,CHEMBL2347963,6ca414e5ecc2,b67bfc92260a,3b812260fda9,3b812260fda9,0.8986,2.5594
1cdf228a9291,CHEMBL5269375,CHEMBL5284924,083c2f8db76f,6964e3664c8e,a68a0d7dd4f9,877754fa20da,0.8732,2.5555
effabe523bb7,CHEMBL299672,CHEMBL4858176,0f9f7985658c,8c1642e6434b,d7cfbd9523d4,aa8aa5b1e4d7,0.8571,2.5519
105fb3386376,CHEMBL5847293,CHEMBL5964531,6262dc0b7ecd,69ebdda28be3,4f9efeb09982,4f9efeb09982,0.8929,2.5229
ee5a682b5909,CHEMBL5871981,CHEMBL5964531,04e1df619dbe,69ebdda28be3,4f9efeb09982,4f9efeb09982,0.8523,2.5229
e066430eb433,CHEMBL1683970,CHEMBL1683971,8ca60800b5d9,6ed747a6a9d4,a2352cf1c7bd,8be47d07966f,0.8611,2.502
bd6f62f16dd1,CHEMBL4639556,CHEMBL4643111,8a62464a99b3,0cf25a31778d,f6fac36fd2ff,28510fc34321,0.9302,2.4718
0c01ede4aa50,CHEMBL5755313,CHEMBL6043242,a78d526f4818,4451762ae80b,015c4069faa6,8a0ea49f09b8,0.8764,2.4486
2082a67b3a75,CHEMBL5289003,CHEMBL5291403,a8848f394861,b076cf7f8c55,6ac06a239dd1,6ac06a239dd1,1.0,2.4433
fa129549d7b1,CHEMBL5768138,CHEMBL5798869,c13a3468575c,7a25f99cb74d,e392073982b0,e392073982b0,0.8539,2.3877
97de9d3ba49d,CHEMBL3905242,CHEMBL3962233,375c2aa401f8,a91f53e5e35a,49ff8153b0c8,49ff8153b0c8,0.8824,2.3711
4773be74f5a3,CHEMBL5180914,CHEMBL5208312,876151b0d7cd,6995c5db5b18,6121c3ce454c,0e7b9562723e,0.8545,2.3691
e4041e92bb4d,CHEMBL111033,CHEMBL4440586,c97db524e031,239ba22516c5,9f64913a9962,9f64913a9962,0.875,2.3647
dffbc9f41f61,CHEMBL1958209,CHEMBL4280817,9c9581a7a173,7d8c85020127,e86aff8ffb35,63e1760678a5,0.8696,2.3533
cd5c37c87610,CHEMBL593911,CHEMBL604485,57ac29c8d31b,b154d8af4626,912fe434e1f0,912fe434e1f0,0.8889,2.3424
d46a32cceb62,CHEMBL593860,CHEMBL593987,6e5acd2d1644,4e3c9d32aaf6,c9c1b60fac08,c9c1b60fac08,0.8767,2.3324
ad181fbc1704,CHEMBL3416447,CHEMBL3416590,327f15815504,2cb6f9f087cf,0e7acafb2eb9,0e7acafb2eb9,1.0,2.3153
c9ff4630914f,CHEMBL593274,CHEMBL604485,007ab26d6f32,b154d8af4626,c9c1b60fac08,912fe434e1f0,0.8533,2.3144
b092c24138f3,CHEMBL3353411,CHEMBL4279227,ae7af44832bc,60bbef36fe59,4aa52b594411,4aa52b594411,0.8649,2.3077
77976bbdadc0,CHEMBL5746836,CHEMBL6021920,6b7cf1c34169,1431084a3d56,70268b1950b3,bf2ea990703d,0.8696,2.2989
37a269c93d0e,CHEMBL3325477,CHEMBL3325480,4007331cb982,66a048dbd2d1,d68e1c34939d,d68e1c34939d,0.85,2.2685
c388a544c6bd,CHEMBL5786132,CHEMBL5814661,4423b7e08cc1,0da373b4acf1,e392073982b0,b863e5758f53,0.8941,2.2676
d1d8f363f94a,CHEMBL5755313,CHEMBL5792219,a78d526f4818,440efa023244,015c4069faa6,5893fa566b59,0.8764,2.261
457a1a6151c4,CHEMBL5186794,CHEMBL5206110,caf014b088fd,e02a2709acdd,be9a36012d66,6121c3ce454c,1.0,2.2604
9473e7790bb1,CHEMBL5939208,CHEMBL5990005,dd96c32ade14,bece0e9db6d8,bb39a6ae6338,bb39a6ae6338,0.8519,2.2516
6293caddd8d8,CHEMBL599218,CHEMBL605976,691b339c23d9,332705643723,e418e017632b,e418e017632b,1.0,2.2456
533eeed292ff,CHEMBL3676341,CHEMBL3676342,8b8fca338cea,abfeaf937751,3e29b80f74c6,3e29b80f74c6,0.8571,2.2435
db7d6278b1ed,CHEMBL110065,CHEMBL111038,2c187eb2417b,6643a9c5101a,9f64913a9962,9f64913a9962,0.8824,2.2412
bc4682ba2eb1,CHEMBL2018765,CHEMBL55425,ebe049f1c314,1e080371a3d2,3e29b80f74c6,3e29b80f74c6,0.9286,2.2398
a2af82d5f44a,CHEMBL5760794,CHEMBL6011498,0ba9f7535a45,171f5d2aa84e,f9334c24dbd8,f9334c24dbd8,1.0,2.2333
88da5aa49c26,CHEMBL5838641,CHEMBL5871921,8b63ac8dc9ef,c9b4b2820cdf,4463fd7a08f0,4463fd7a08f0,1.0,2.2253
b56d58244995,CHEMBL3892960,CHEMBL3953221,3ce9bb28fb28,f44a13d51c22,7363ba303ab8,50c1adc5560d,0.913,2.2161
89f930b79c02,CHEMBL2018765,CHEMBL294395,ebe049f1c314,14e84ad42f03,3e29b80f74c6,3e29b80f74c6,0.8621,2.2103
f9a5b370ea84,CHEMBL6159678,CHEMBL6174175,f8717c6c414c,8a370ce8685c,dfcb99ad17c3,dfcb99ad17c3,0.8608,2.1981
326a07264929,CHEMBL251315,CHEMBL399373,53cbc6c9601b,8a01f62e0cff,67beac06de99,67beac06de99,1.0,2.1976
cd08ab7338a9,CHEMBL2437468,CHEMBL2437469,dea07c7c956a,a73160ac9ec8,f5e1aaac5464,f5e1aaac5464,0.8649,2.1953
f77c29836feb,CHEMBL2437476,CHEMBL2437479,08f893110bd4,026bab72af58,481029294847,481029294847,0.8571,2.1916
a9d146db62cf,CHEMBL593760,CHEMBL593911,a4097c60fa82,57ac29c8d31b,912fe434e1f0,912fe434e1f0,0.8767,2.1856
c9cf3b84ce2d,CHEMBL5860718,CHEMBL6036892,bfcf8cd83e55,9846a4b9d080,f9334c24dbd8,f9334c24dbd8,0.8571,2.1833
8b6f7739bdab,CHEMBL5942609,CHEMBL5949226,f6b05fd4c652,20384b4ca496,3fa4b17b015b,08dc18123ed5,0.9079,2.1772
7403747bf5e6,CHEMBL489147,CHEMBL489148,75f2020b5e8f,696fe1a966f8,13cad05ca8f4,13cad05ca8f4,0.8667,2.1761
74fe62cc652e,CHEMBL3416590,CHEMBL3759963,2cb6f9f087cf,5c79eb3b0d8e,0e7acafb2eb9,0e7acafb2eb9,0.8627,2.1556
3a4a8cafb9bb,CHEMBL421877,CHEMBL80155,7082f5528626,91920d8b5485,13cad05ca8f4,13cad05ca8f4,0.8667,2.1513
766a0cd68203,CHEMBL3671570,CHEMBL3671579,2406afa03964,ab305696a021,ba83e2fc26c8,dae618766e8f,0.9577,2.1492
58cb1aaf08b6,CHEMBL2031300,CHEMBL4169489,1047588158f9,ec9db59314f7,037a99476f47,6cedc7c39a69,0.85,2.1434
60029a628640,CHEMBL5272088,CHEMBL5291034,5c04dd24ca20,1030bc40bd0e,453a8f254b1f,453a8f254b1f,1.0,2.1374
8b446f14f10f,CHEMBL5783967,CHEMBL5847656,a32a34b83d36,33c99fb41035,4f9efeb09982,4f9efeb09982,0.8902,2.1255
a2bfbb6e6989,CHEMBL5814661,CHEMBL5862436,0da373b4acf1,696d377fc228,b863e5758f53,e392073982b0,0.8837,2.1192
bfa300cb5874,CHEMBL3233020,CHEMBL3233794,02b9d2d80b96,76d480b03fc0,f8bd9dca8697,65978851b27b,0.863,2.1041
6be1bc8911c4,CHEMBL4750196,CHEMBL4790485,af91ad93252f,236bdee58028,ba13fcf595df,ba13fcf595df,0.8824,2.1004
b4a507c200e9,CHEMBL2347961,CHEMBL2347962,c185583decb3,6ca414e5ecc2,3b812260fda9,3b812260fda9,0.9853,2.0946
ab83f6a7fe55,CHEMBL4435619,CHEMBL4561606,834d298db7bd,2156d02a4a87,5cbf3e928b38,4321e33a431d,0.9286,2.0832
b14a6cc58440,CHEMBL4635100,CHEMBL4638194,e9ba4dfdec50,b63dcd5c3639,bbd1bb786c8e,71ae5956ab77,0.9277,2.0812
95b9ce300c8b,CHEMBL3671499,CHEMBL3676390,7d7afb080c18,76c898d0c91a,3e29b80f74c6,3e29b80f74c6,0.8615,2.0711
009e557b008f,CHEMBL3647964,CHEMBL4099713,f9394ab53b0c,b48d181d2a6f,ce31abc46830,3e0ea7a2c961,0.8548,2.0669
995997cc3201,CHEMBL4750196,CHEMBL4763697,af91ad93252f,a5cc5e4e4eb6,ba13fcf595df,ba13fcf595df,0.8642,2.0653
371dc4ee4514,CHEMBL5921524,CHEMBL6058480,8405ddc36857,4a98bfc74461,135e88195b66,8d905366e469,0.9,2.0646
764b086eae04,CHEMBL5777631,CHEMBL5957593,7ab87e363b7b,9c4881074d2d,558a55bd1de8,558a55bd1de8,1.0,2.0531
19cd7174dc0c,CHEMBL111038,CHEMBL111443,6643a9c5101a,8f3a5d8129b8,9f64913a9962,9f64913a9962,0.8824,2.0512
380d453ba856,CHEMBL2441567,CHEMBL4648271,8de26c31594d,927f943b7e13,c6899d489070,c6899d489070,0.881,2.0512
7bdd3732f207,CHEMBL5180914,CHEMBL5182465,876151b0d7cd,33f6d26e606b,6121c3ce454c,be9a36012d66,1.0,2.0479
81b2e6a32f4f,CHEMBL4441037,CHEMBL4575583,ab0ce684751e,c94f6d938a56,986c6de398c7,9cf341cd9337,0.942,2.0453
01742fecce5c,CHEMBL3182647,CHEMBL4099713,f5b4cf303f0d,b48d181d2a6f,ce31abc46830,3e0ea7a2c961,0.8548,2.0322
d8e270a524da,CHEMBL2018765,CHEMBL293064,ebe049f1c314,3a9cf7ecf37c,3e29b80f74c6,3e29b80f74c6,1.0,2.0272
096563087161,CHEMBL596087,CHEMBL604485,670b75d358d2,b154d8af4626,c9c1b60fac08,912fe434e1f0,0.8649,2.0134
dc0f031e4a4d,CHEMBL4063427,CHEMBL4084996,0513cc2708e6,f9e54bf44069,13f39e61ed1f,13f39e61ed1f,0.8636,2.0089
1272de2aa07c,CHEMBL3608429,CHEMBL4204566,e6c46d44e122,79c1adb00876,3d13079e0337,3d13079e0337,1.0,2.008
5561076ed303,CHEMBL5781756,CHEMBL6048351,dedccfc64e2a,a6ccd6bf0f71,d89be4a06dad,d89be4a06dad,0.8548,2.0065
19616cf189f7,CHEMBL4074045,CHEMBL4086869,150c1e791087,679a1221b445,9befaba343d0,9befaba343d0,0.92,2.0
249a81395ccf,CHEMBL6043247,CHEMBL6045970,ee325cf741f4,2bddb5c5af9d,97427f1cffc5,97427f1cffc5,0.8571,2.0
4d272aeead3b,CHEMBL3353409,CHEMBL5284486,adb6e00d499c,428ded1334be,4aa52b594411,4aa52b594411,0.85,2.0
ca4aa81a581e,CHEMBL3671498,CHEMBL3671528,fbb53e1985c9,8e1dfb77dc79,3e29b80f74c6,3e29b80f74c6,0.875,1.9956
63d74d1d3621,CHEMBL3622650,CHEMBL3622652,6a108e38bd47,6c9ef1ad88b4,fee7f868ab1e,0c3e9e196656,0.8795,1.9919
a95d4cbad57b,CHEMBL3416590,CHEMBL3416591,2cb6f9f087cf,83e7e46a12f2,0e7acafb2eb9,0e7acafb2eb9,1.0,1.9908
90e37c060f5a,CHEMBL250132,CHEMBL413987,2866d1b25bd2,a08ddd008e8f,8fce79ccdf58,8fce79ccdf58,1.0,1.98
8f9fc3674222,CHEMBL4435619,CHEMBL4445017,834d298db7bd,2ff79d5dcc1d,5cbf3e928b38,677e1f21024a,0.9155,1.9675
3b9264e83824,CHEMBL5265881,CHEMBL5289003,fbad67c76c1a,a8848f394861,6ac06a239dd1,6ac06a239dd1,1.0,1.9661
f59afb7cdae2,CHEMBL5767212,CHEMBL5783967,210ed826a01c,a32a34b83d36,4f9efeb09982,4f9efeb09982,1.0,1.9494
bda3303829f7,CHEMBL5783967,CHEMBL5966296,a32a34b83d36,03fcc8dcbc6c,4f9efeb09982,4f9efeb09982,1.0,1.9494
f57b42f31b1d,CHEMBL5783967,CHEMBL5918820,a32a34b83d36,fdbf4df77855,4f9efeb09982,4f9efeb09982,0.9059,1.9494
36e8520fd6c9,CHEMBL2437484,CHEMBL2437486,17ea27e244b9,1e7fcaf96430,481029294847,481029294847,0.8529,1.9358
aeebb7bb7eab,CHEMBL3325479,CHEMBL3325480,6aaaec1d077c,66a048dbd2d1,d68e1c34939d,d68e1c34939d,0.8537,1.9217
c65b0bc4ba4a,CHEMBL4635100,CHEMBL4643903,e9ba4dfdec50,05cbecac6388,bbd1bb786c8e,05e49f895d4c,0.939,1.9168
6af843fd3395,CHEMBL3671571,CHEMBL3671579,4ab5fb8ba55f,ab305696a021,2776da30d7db,dae618766e8f,0.88,1.9151
b2a4a21d6ec5,CHEMBL4634127,CHEMBL4635100,e6ff095c342a,e9ba4dfdec50,997b9640c683,bbd1bb786c8e,0.8736,1.91
863de0cc9b13,CHEMBL4572913,CHEMBL6010524,2c18c9c6e86d,fde4c87423d2,d89be4a06dad,d89be4a06dad,0.8553,1.9096
bddb7455d839,CHEMBL248392,CHEMBL401054,cafccdcc8ddc,e854f673c62b,91209ed16d79,e5966aff8c1f,0.9265,1.9085
d1c61186d063,CHEMBL5966725,CHEMBL6057992,60f33b2e2207,a9077b65f8d8,f9e6a0eb24e7,f9e6a0eb24e7,0.8929,1.9085
184b612e72a3,CHEMBL109212,CHEMBL110065,e91f210ec6ce,2c187eb2417b,9f64913a9962,9f64913a9962,0.9216,1.9
26cef56adf2a,CHEMBL3671491,CHEMBL3671535,d4663262efd5,79dfb0326223,3e29b80f74c6,3e29b80f74c6,0.8636,1.8976
f96a3409a86b,CHEMBL2064392,CHEMBL2064393,7eab7b7446eb,2bdd5fea42be,cbacd2d27a09,c528df541068,0.8736,1.8965
4168c296e541,CHEMBL3416593,CHEMBL3416594,9217204f6302,31db4ce21cf8,0e7acafb2eb9,0e7acafb2eb9,1.0,1.8956
3a650b9efc1b,CHEMBL3929448,CHEMBL3962233,e41abaa0f4d7,a91f53e5e35a,49ff8153b0c8,49ff8153b0c8,0.8767,1.8921
2b6b519f3788,CHEMBL3671498,CHEMBL3671540,fbb53e1985c9,71c892df36a9,3e29b80f74c6,3e29b80f74c6,0.8714,1.8921
8acd42dc9c5b,CHEMBL3325477,CHEMBL3325478,4007331cb982,08e7c9b7d6e0,d68e1c34939d,d68e1c34939d,0.8718,1.8909
583845a8c963,CHEMBL3604943,CHEMBL6170292,a54ff845d157,b553d035cc9f,a68a0d7dd4f9,a68a0d7dd4f9,0.9189,1.89
536c4ef887e3,CHEMBL5952457,CHEMBL6025577,324ac4e672d2,d0fb952730ef,102b8afb7edf,102b8afb7edf,0.8571,1.8802
3f331422405f,CHEMBL604485,CHEMBL604893,b154d8af4626,89fe893c07a1,912fe434e1f0,912fe434e1f0,0.8533,1.8751
564da4e98924,CHEMBL3676346,CHEMBL3676367,e296919e99f3,b5624f790c41,a05af3e60ad5,a05af3e60ad5,0.8861,1.8722
850070e94d38,CHEMBL4520801,CHEMBL6048351,49fb16ecf492,a6ccd6bf0f71,d89be4a06dad,d89be4a06dad,0.8548,1.8673
ab7736762e44,CHEMBL4750196,CHEMBL4755444,af91ad93252f,a4c4aa6930a4,ba13fcf595df,ba13fcf595df,0.8523,1.8662
45ef128646d0,CHEMBL2437477,CHEMBL2437478,c85bd749823d,1134eacc7ad8,481029294847,481029294847,1.0,1.8655
2f86158b8a20,CHEMBL2029426,CHEMBL2029427,0882f6722f12,a47208f06f50,e2b0e1aaadc8,04dd79397c61,0.85,1.8626
1ffe09ff5106,CHEMBL5893059,CHEMBL5894318,665e1dd1bfdd,81029c7eb7c7,833591a78970,a1f6eb27cce6,0.8841,1.8606
1d7be2d5337f,CHEMBL593760,CHEMBL596087,a4097c60fa82,670b75d358d2,912fe434e1f0,c9c1b60fac08,0.8533,1.8566
b935a3bea55b,CHEMBL5930586,CHEMBL5966725,381b583154a9,60f33b2e2207,42ee312ac436,f9e6a0eb24e7,0.8554,1.8513
c19b8c6b0918,CHEMBL5810347,CHEMBL5964531,f3314093ac7b,69ebdda28be3,4f9efeb09982,4f9efeb09982,0.869,1.843
2ab96a3bdfe8,CHEMBL3416590,CHEMBL3416596,2cb6f9f087cf,274d5f0dbb84,0e7acafb2eb9,0e7acafb2eb9,0.8627,1.8381
d0dac5170d2a,CHEMBL336192,CHEMBL435809,28300a05c820,e2f28dbd1753,67cab29be820,67cab29be820,0.8846,1.8278
d4a86f36cd17,CHEMBL3622665,CHEMBL3622669,851530985cad,e02c3422173e,77d923dd4fc0,28b8b52d7aca,0.8611,1.827
cd27945204d1,CHEMBL5783967,CHEMBL6032795,a32a34b83d36,cb14d89e7ee2,4f9efeb09982,4f9efeb09982,0.8795,1.8245
d46b7730de24,CHEMBL5747445,CHEMBL5916523,7c1d024dd92a,8dfea7a4da45,e75fd5c2c911,e75fd5c2c911,0.8608,1.8194
e7d8e568b313,CHEMBL3623278,CHEMBL437885,5af1a9bc398a,3ef2b3ee4232,3c42e33f00ee,b20d8d3853fc,0.8525,1.817
6eafdd9fa154,CHEMBL2048789,CHEMBL2048790,53a8dc1ce4be,bdaf79365618,845e4e3f23ad,76f35abd6bbe,0.8841,1.8155
fb31bd102eb6,CHEMBL6151046,CHEMBL6151532,c8c3bcba8bfc,6f02880f80ac,ba7e02001480,d7fe46d89223,0.881,1.8152
71c3ac1a0251,CHEMBL5768138,CHEMBL5952854,c13a3468575c,7b92c7a33692,e392073982b0,e392073982b0,0.907,1.8131
70a2123accb1,CHEMBL5932679,CHEMBL5952854,93d792634add,7b92c7a33692,e392073982b0,e392073982b0,0.8851,1.8116
520dd5336b39,CHEMBL5782254,CHEMBL5828125,317f0ade5f30,915352acd922,ab80612dfde9,bc048307ce8f,0.8974,1.8105
829c6b5881f8,CHEMBL131715,CHEMBL435809,28159741683c,e2f28dbd1753,67cab29be820,67cab29be820,0.8961,1.8037
c0c1ae0df268,CHEMBL6167748,CHEMBL6174175,b48edb7b2dc0,8a370ce8685c,dfcb99ad17c3,dfcb99ad17c3,0.8608,1.8019
2a9d65da76d3,CHEMBL2441563,CHEMBL4643903,60330559774e,05cbecac6388,2c7ee8ba4a92,05e49f895d4c,0.8605,1.7998
e23bfa380077,CHEMBL4800367,CHEMBL5812980,13f660cdad7d,3f1560f36f98,4aa52b594411,4aa52b594411,0.8718,1.7944
