pair_key,molecule_a_id,molecule_b_id,molecule_a_hash,molecule_b_hash,scaffold_a_hash,scaffold_b_hash,tanimoto_similarity,delta_pIC50
4e26d9d0f9b9,CHEMBL4763697,CHEMBL4763967,a5cc5e4e4eb6,8f578f97569b,ba13fcf595df,ba13fcf595df,0.8974,1.1253
9167e912f2ba,CHEMBL3353405,CHEMBL5820028,a0fae47fc93a,081d3b1ee793,6a3893e50ea7,a73b97806e0c,0.9012,1.1249
3a48bf069615,CHEMBL5756092,CHEMBL5767790,c4b35a90c65f,e04afdf2819c,056dbb9f2542,fcdff684b32a,0.9464,1.1241
f23d380d6d82,CHEMBL3233778,CHEMBL3233780,d0b55c932bbc,838544e23336,90e33420a1fe,90e33420a1fe,0.8529,1.1224
7851b6bd25fd,CHEMBL3813728,CHEMBL3814812,ceb360a59f5d,8a6ac72fab85,5166d98098c9,0127a547687d,0.9211,1.122
2e95e1f50591,CHEMBL4543893,CHEMBL4593230,9abe05482d71,1713c8b3740c,15f0c8b4b8c5,15f0c8b4b8c5,1.0,1.1195
4f2a2d939053,CHEMBL2408826,CHEMBL2408829,58352a47359d,a416356c8801,f4b61fe7e94f,c24d4bb71862,0.8889,1.1181
c40da151a78d,CHEMBL3671496,CHEMBL3671507,71116ee25646,8e947b989ab7,3e29b80f74c6,3e29b80f74c6,0.9242,1.1139
23e3301f1be9,CHEMBL3671498,CHEMBL3676383,fbb53e1985c9,57e6fdc9d7be,3e29b80f74c6,3e29b80f74c6,0.8611,1.1139
75cf1d7a639a,CHEMBL179923,CHEMBL362232,eeb8f4f923d3,cfb61ee5a8e6,bedf6cea4efd,bedf6cea4efd,0.8588,1.1118
71b9e9d3464a,CHEMBL590558,CHEMBL592216,978c809f3e5c,a2f328d67d51,3e29b80f74c6,3e29b80f74c6,0.9298,1.1114
277ea4787263,CHEMBL4793105,CHEMBL4794857,72b331c342ee,7158c4256ff6,fb866faba5fc,fb866faba5fc,0.8571,1.1103
9caf1c9511b5,CHEMBL5755313,CHEMBL5759210,a78d526f4818,d744a78538c1,015c4069faa6,480046685af8,0.8511,1.1077
4ad56aea5ce5,CHEMBL4448148,CHEMBL4565374,3df0f61adf4a,68db9df2808a,3b812260fda9,3b812260fda9,0.8636,1.1072
44afefdd41c9,CHEMBL5786389,CHEMBL5829626,136fcac0ac1e,117ff46cbffd,17c7e0a76465,6ab9bc839c84,0.8939,1.1058
0924756d3b99,CHEMBL5082074,CHEMBL5089161,465658db5b7d,d6514cd039dc,8a5c4d261e11,8a5c4d261e11,0.9024,1.1043
a6ff098dc55e,CHEMBL1090350,CHEMBL1090354,7dbcf190e4a6,2c1294918309,7dbcf190e4a6,2c1294918309,0.8649,1.1024
b04c856ad02a,CHEMBL2441563,CHEMBL4642158,60330559774e,a1d6cc0858ba,2c7ee8ba4a92,997b9640c683,0.9048,1.1023
b4df9e3b1647,CHEMBL3912361,CHEMBL3982289,a88696d7db0c,c260b455c756,2176ddabf3eb,c3ee744331fb,0.8767,1.1015
a264af4fbde6,CHEMBL1173652,CHEMBL1173718,01bde69fb6c1,5924912d9bae,214b9e07b560,a2f5807bcccf,0.8846,1.1014
9f7e1f422ed2,CHEMBL5939157,CHEMBL6051171,d2463f6189c7,4a77f10f465c,854085c2ae02,98d2a31bb83f,0.881,1.1012
dec6348e1125,CHEMBL3353396,CHEMBL3353402,a7283c690eca,2d01cb89ec13,c063032cbf70,c063032cbf70,1.0,1.0981
23e33cbde62c,CHEMBL4205688,CHEMBL4211835,b0d38631603d,0d3b1c04422c,c8246288cb2b,c8246288cb2b,0.9242,1.0977
4d1072f101cd,CHEMBL3234752,CHEMBL3234756,251dd034c27f,3bbe48dfb94d,aeb8d1068285,aeb8d1068285,0.8732,1.0925
daf3976b7069,CHEMBL360211,CHEMBL368702,e5c1650deebd,77d5487073e7,4ccebc3f79f6,28727598c32c,0.8837,1.0915
9ede9a8a433a,CHEMBL3746473,CHEMBL3747277,fa1490832120,f8fb525140cd,8ad17c02f47f,8ad17c02f47f,0.8696,1.0892
2bc4a01f72be,CHEMBL5779576,CHEMBL5812367,45c15b8e1db7,b65e5e971a5a,2d47a0e74661,2d47a0e74661,1.0,1.0891
c770c82131c2,CHEMBL202721,CHEMBL3759754,6568d4274687,675191a9b02f,a8b741ce4637,a8b741ce4637,0.8571,1.0889
733e9028241c,CHEMBL3325473,CHEMBL3325477,584cf6a0d712,4007331cb982,d68e1c34939d,d68e1c34939d,0.8553,1.0872
ef6091b6a0cb,CHEMBL3087204,CHEMBL3087205,7b9b883e7535,2e3fa31a483b,b10ff27d46da,b10ff27d46da,1.0,1.0853
61079794a187,CHEMBL4522613,CHEMBL4552429,6ee48754dfa9,38990229cca3,cdb44fab8519,cdb44fab8519,0.8506,1.0835
926547c0633d,CHEMBL3092322,CHEMBL3092323,1edb52bd1b2f,2c5182a08289,a83b5fc8b57c,a83b5fc8b57c,0.8553,1.0827
484ed2e9dffa,CHEMBL4748367,CHEMBL4749064,f6d9b5d055a0,f2adee63e641,e22457441a57,e22457441a57,0.8788,1.0792
e697da7657ed,CHEMBL3912361,CHEMBL3921302,a88696d7db0c,3c34e911c01b,2176ddabf3eb,51b375034a5b,0.8767,1.0792
3335a65c2ec1,CHEMBL4206193,CHEMBL4211835,761a059e1cbe,0d3b1c04422c,c8246288cb2b,c8246288cb2b,0.9846,1.0781
277b5829563e,CHEMBL3545154,CHEMBL5924448,c22939ab1857,d592b338f0f8,c346e3f655ed,6ab9bc839c84,0.913,1.0775
7d46aa2878ef,CHEMBL4127317,CHEMBL4129607,83accdbf97da,d899fbfcd589,ad53fa7e8986,fc2640d6ed51,0.8929,1.0758
b0004c3aadf9,CHEMBL3699598,CHEMBL3699602,ad1591124d30,5f32c0dade65,0b0bb31fe13d,0b0bb31fe13d,0.9,1.0726
64168e7ca44b,CHEMBL3639984,CHEMBL3699584,9cc912a860b1,87fe8328d676,fb866faba5fc,fb866faba5fc,0.8718,1.0726
03cf0a86249f,CHEMBL5792219,CHEMBL6042374,440efa023244,f02f40d8de2e,5893fa566b59,8b662d2f812e,1.0,1.0708
59401c21cfa4,CHEMBL4214567,CHEMBL4452106,e2a3c5415ffb,5e9943fa47e3,d194ca5a1b41,d194ca5a1b41,1.0,1.0692
15b756b0e61b,CHEMBL2070198,CHEMBL2070200,87612685ed04,59e150f79ebe,5c2de91df882,af63981dccef,0.9643,1.0657
6a706b329263,CHEMBL360933,CHEMBL360958,bb48fad3fc8a,f28e4f13aeb8,683f54cf27de,cebca61bc501,0.8941,1.0649
152a485cfb21,CHEMBL6055785,CHEMBL6057992,3f94454d6433,a9077b65f8d8,f9e6a0eb24e7,f9e6a0eb24e7,0.8506,1.0634
de1bd0128d4e,CHEMBL3908905,CHEMBL3910697,4b0839d3d4dc,df0722493afa,1cf54cfc4f7c,1cf54cfc4f7c,0.8571,1.0609
bf7d0a8bb6e7,CHEMBL5826541,CHEMBL6045121,f944b408a07f,b92ae6020b1a,4f9efeb09982,c8b7439776d8,0.8506,1.0607
58f29a8f4a08,CHEMBL4076363,CHEMBL4081860,0cfca9811300,52fdb3807526,986c6de398c7,986c6de398c7,0.9259,1.0591
7a79c38ac36e,CHEMBL202621,CHEMBL204085,f44bb54ce22b,38f23962ad68,cd134a2bc1a0,444e4eb0bf33,0.8507,1.0581
954f422e49b5,CHEMBL5755313,CHEMBL6037318,a78d526f4818,0f8e74ae7e7f,015c4069faa6,847ddb1b342a,0.8511,1.0545
83fba796038c,CHEMBL597708,CHEMBL598520,b63e7276c650,1e34ca589fbb,bf0b7f58151c,bf0b7f58151c,1.0,1.0542
cc77ffb64414,CHEMBL2029431,CHEMBL2032376,a2a9363b9eb1,fcec47647f80,b4a7bee18d68,b4a7bee18d68,0.8718,1.0539
3c922b798ee7,CHEMBL5843126,CHEMBL5932930,3ae50380ff63,c8657185c977,b2a4937fcc48,0bc90d0976d3,0.8769,1.0485
a83f0687922f,CHEMBL5962327,CHEMBL6036819,b09889330cf4,dd13d4791775,3c5db6acc820,3c5db6acc820,0.8696,1.0479
b9b0b013b786,CHEMBL5273994,CHEMBL5280292,c34e4bac8792,5b8497b6c32e,8b8dc82425ad,8b8dc82425ad,0.8548,1.0469
b91d6e1a4c6f,CHEMBL1928955,CHEMBL1928959,f676e7edcf74,7bafcab46f56,3b22b0106d42,3b22b0106d42,0.875,1.045
2fced673a6fc,CHEMBL3353410,CHEMBL4451986,2255e7269aad,42f91ff9f780,4aa52b594411,4aa52b594411,0.8553,1.045
19723596bb4b,CHEMBL2437462,CHEMBL2437463,9e1facedf5be,4a7fbdaec718,f5e1aaac5464,e0586551142f,0.8507,1.0437
50eff7ad7a2f,CHEMBL175556,CHEMBL362611,a99cc1a05cf4,2ec8ac5a8807,60e38b0c0f41,cebca61bc501,0.8539,1.0434
27d7446501a9,CHEMBL4126358,CHEMBL4128415,60e2546fe328,3881efb3cc17,63ac604009aa,0eafe791f9a0,0.8736,1.0427
cdcfd9bc6c1f,CHEMBL5802555,CHEMBL6020006,dd489b746d19,c459ac38c8e6,b9e4b412c5ab,75307b96f247,0.9032,1.0422
9a94bbb1c8b0,CHEMBL5968417,CHEMBL5971757,b3d77cf5d09d,b75be582a080,66ce2ead39e0,709ca0a5f649,0.8611,1.0422
0048e47d01d0,CHEMBL5394139,CHEMBL5423938,8e233403c4b6,2b74d2782833,9abd5cb7fd04,a63e29452ec6,0.9322,1.0419
cd09294e146f,CHEMBL3813746,CHEMBL3814878,f9ed67fd66c2,9d5d2599a37c,e264dde01193,e264dde01193,0.9315,1.0414
8d4b66ca210b,CHEMBL5929353,CHEMBL5964531,bfa62275d7d2,69ebdda28be3,4f9efeb09982,4f9efeb09982,0.9136,1.0414
fbb0610cc6be,CHEMBL111197,CHEMBL324926,3eb322af9cf8,b6ae16f712d3,16f8e312d55f,16f8e312d55f,0.8704,1.0414
603977e51162,CHEMBL5929353,CHEMBL5980340,bfa62275d7d2,7420ea158492,4f9efeb09982,4f9efeb09982,0.8605,1.0414
fc6af07a65c0,CHEMBL5860261,CHEMBL5970552,5a1a06e9d837,02e65e71277d,bb90872f1b2d,bb90872f1b2d,0.8571,1.0414
41a068d82b61,CHEMBL6148660,CHEMBL6161335,881c790c858c,502b27a8eeb0,2e7d908cdb29,2e7d908cdb29,0.8548,1.0406
49c2a7aa6caf,CHEMBL5268143,CHEMBL5272345,6e79f155552b,6ee18502e40f,4aa52b594411,4aa52b594411,0.8721,1.036
61b5629712ff,CHEMBL3237947,CHEMBL3237949,a905951c4ee8,51becb4cd51a,a1f06650e957,a1f06650e957,0.9167,1.0356
c330bb9fd408,CHEMBL6030420,CHEMBL6050073,5600537f214d,9a5f167d8260,279a28788288,6b6f1485866c,0.8861,1.0354
64f5edeff52d,CHEMBL362824,CHEMBL368702,6fb69ca88412,77d5487073e7,cebca61bc501,28727598c32c,0.8837,1.0353
3245de13137f,CHEMBL247024,CHEMBL399438,81f06336d48c,75e640a6c22d,bf684dd5fbd2,3a7cd978be6b,0.8769,1.0339
6feac307ddc0,CHEMBL309682,CHEMBL543904,146d4dfc3304,146d4dfc3304,3e29b80f74c6,3e29b80f74c6,1.0,1.0334
9110531e1801,CHEMBL2437462,CHEMBL2437464,9e1facedf5be,97a6eb25965d,f5e1aaac5464,06050f20e965,0.8636,1.033
3b0546a2c1e3,CHEMBL3815115,CHEMBL3815163,846d3d565dcf,4b27479c1e06,386fb05968ad,c2ed03b738f7,0.9048,1.0324
26d8894d8ced,CHEMBL6050073,CHEMBL6064874,9a5f167d8260,af578fdaf03e,6b6f1485866c,6b6f1485866c,0.9079,1.0314
46856d043878,CHEMBL2032378,CHEMBL2032380,6c13c6c614db,f5eccb75981a,a187869931ae,8a0cde3536cf,0.9103,1.0305
ac65d4db9bf6,CHEMBL5394139,CHEMBL5417638,8e233403c4b6,34c04c4ae079,9abd5cb7fd04,3faa30bbf545,0.9167,1.0297
f8f7e32cf4e5,CHEMBL3237934,CHEMBL3237935,a337bc22f1a5,e7c6052abeb8,5d13daeea8c3,5d13daeea8c3,0.8875,1.0278
409dde29b55a,CHEMBL178654,CHEMBL362618,8ee98dbee232,d913dc4d12d6,bedf6cea4efd,bedf6cea4efd,0.8706,1.0272
25f5e911aaf6,CHEMBL1198361,CHEMBL2087359,232a10c6a6c6,d43c4cec6458,3ace3aef1dd1,140d1e4a5dd2,0.8542,1.0263
3ce9e2c0e8d5,CHEMBL5170965,CHEMBL5178703,6b45e420cb82,9e84e56985ef,e91c32354640,e91c32354640,1.0,1.0261
ce4d7a29f79c,CHEMBL3237931,CHEMBL3237932,51b23cd847fd,01f39a4092be,832edbb4f4a1,78e38ecea6e4,0.9865,1.0254
bfc3ac97a1ac,CHEMBL115745,CHEMBL333851,78f803c50bc3,c5856cb9abfd,e418e017632b,e418e017632b,0.907,1.0212
995041a90f14,CHEMBL1088901,CHEMBL2031297,02bee88015bc,cf05e9eb82e9,3e29b80f74c6,3e29b80f74c6,0.8909,1.0207
496dba85425c,CHEMBL2070192,CHEMBL2070198,890950aedf28,87612685ed04,89e323284376,5c2de91df882,0.9286,1.0174
9cb15443acad,CHEMBL360211,CHEMBL360958,e5c1650deebd,f28e4f13aeb8,4ccebc3f79f6,cebca61bc501,0.8736,1.0151
fb6e4235e5a1,CHEMBL5272345,CHEMBL5284486,6ee18502e40f,428ded1334be,4aa52b594411,4aa52b594411,0.869,1.0137
44f67fa187b3,CHEMBL5874033,CHEMBL5908279,3f1bc2fdcc1d,aabc47e0bfbe,3c5db6acc820,3c5db6acc820,0.875,1.0122
ecfc2e040fca,CHEMBL3759127,CHEMBL3760090,cda402dc6944,1d8bac234ec5,991d89c2c7b2,991d89c2c7b2,0.8529,1.0099
12ba6cc8a987,CHEMBL4070404,CHEMBL4087525,4877f849e9a9,ecfb5c2b274f,06721c212967,06721c212967,0.8795,1.0084
fa25f04c6d75,CHEMBL245277,CHEMBL245278,90b33541e78a,a08bbcdc5689,2b72b9bff6ec,2b72b9bff6ec,0.8889,1.0063
ae3b21f752a2,CHEMBL3676366,CHEMBL3676370,75e3b75d9c82,11aee468f1fd,3e29b80f74c6,3e29b80f74c6,0.8784,1.0062
4058fa986aa5,CHEMBL3901943,CHEMBL3953921,d912f6408e2d,f2e8c0922b8d,9cf611f38652,d700db85f748,0.9559,1.0041
7f887e9393ce,CHEMBL5751497,CHEMBL5935248,caeec91c5cdc,8e412eb7314d,2af8dcb5631f,2af8dcb5631f,1.0,1.0
b3c71a2823fc,CHEMBL5798721,CHEMBL5935248,5c73eec30b50,8e412eb7314d,2af8dcb5631f,2af8dcb5631f,1.0,1.0
5613189e4765,CHEMBL5808700,CHEMBL5916856,5ab34f128a31,8c953217ad5e,27529897247c,27529897247c,1.0,1.0
e321b470cc63,CHEMBL5808700,CHEMBL5896750,5ab34f128a31,3343ad19bf1b,27529897247c,27529897247c,1.0,1.0
689831d7ba9c,CHEMBL5865390,CHEMBL5923252,936134d09ac7,3d2ab8330ba2,97427f1cffc5,97427f1cffc5,1.0,1.0
4c125de76ef7,CHEMBL5872134,CHEMBL5923252,3f5a31da8164,3d2ab8330ba2,97427f1cffc5,97427f1cffc5,1.0,1.0
271af2119c5a,CHEMBL5909001,CHEMBL5923252,0a03b6dca73c,3d2ab8330ba2,97427f1cffc5,97427f1cffc5,1.0,1.0
db9223fdd6d0,CHEMBL5798581,CHEMBL6032138,919ee7b5f80c,b254f476101b,55ccd6d99d73,78f7b3abab51,0.9714,1.0
003888dcc6cb,CHEMBL5762610,CHEMBL5952683,f88a7bc97fe0,2703663ffe31,0528ad1e2859,89c95bb3a2d6,0.971,1.0
0cf95734d146,CHEMBL5889117,CHEMBL5952683,c3cffe9e7eef,2703663ffe31,c02fd5b5c984,89c95bb3a2d6,0.971,1.0
803fb9dd1c83,CHEMBL5746447,CHEMBL5943220,146ad5d62883,faf66904724a,024ad4fa3cc7,0060dca0a2ed,0.9701,1.0
f6d80a0d7ffe,CHEMBL5831010,CHEMBL6043125,412d136a261c,2599ecdfb2a7,0b920f7609f8,766c4afa0778,0.9692,1.0
a3b154199b7b,CHEMBL5746447,CHEMBL5967377,146ad5d62883,7cd4a0996874,024ad4fa3cc7,f24d10a779c3,0.9559,1.0
314d257f7384,CHEMBL5743417,CHEMBL5776801,38f491f72c55,97ded8cef144,8d7bc8d0af24,10b0daeaabb9,0.9552,1.0
1702b83cff8b,CHEMBL5776801,CHEMBL5943220,97ded8cef144,faf66904724a,10b0daeaabb9,0060dca0a2ed,0.9552,1.0
b6d54b5beab1,CHEMBL5743417,CHEMBL5746447,38f491f72c55,146ad5d62883,8d7bc8d0af24,024ad4fa3cc7,0.9412,1.0
6ea6ada1d033,CHEMBL5776801,CHEMBL5967377,97ded8cef144,7cd4a0996874,10b0daeaabb9,f24d10a779c3,0.9412,1.0
de602f2db18e,CHEMBL4636996,CHEMBL4648271,1f68cdf8ea32,927f943b7e13,5e2349deb856,c6899d489070,0.9286,1.0
9c536ce05a2a,CHEMBL5769497,CHEMBL5958954,3b11fa20429c,48f159f03bd1,3e53c1e885d4,ad983d9802ec,0.9286,1.0
d416bdda43b2,CHEMBL5750713,CHEMBL5934357,7c17abe5b635,e86265db4784,223e3f9c0203,7b0e9cdd832f,0.9254,1.0
c4d0fbee895a,CHEMBL5752981,CHEMBL6028388,3aa2fb986344,caa17bb085d1,cbb0dd32b5a2,b8393ff6d562,0.9242,1.0
41c532639e3f,CHEMBL5769497,CHEMBL5860886,3b11fa20429c,09da36a20541,3e53c1e885d4,d0996a77bf89,0.913,1.0
db0a87238500,CHEMBL4071012,CHEMBL4089601,409f1d3e5794,97f82f5afe26,986c6de398c7,986c6de398c7,0.9091,1.0
566c86b8fcda,CHEMBL3894076,CHEMBL3973862,67882e3ac46e,9e4838873a64,26d6f17b0813,26d6f17b0813,0.9032,1.0
6e6883db3637,CHEMBL5762610,CHEMBL6032138,f88a7bc97fe0,b254f476101b,0528ad1e2859,78f7b3abab51,0.9028,1.0
bcf53998572a,CHEMBL5798581,CHEMBL5952683,919ee7b5f80c,2703663ffe31,55ccd6d99d73,89c95bb3a2d6,0.9028,1.0
44aaaec9a84a,CHEMBL5889117,CHEMBL6032138,c3cffe9e7eef,b254f476101b,c02fd5b5c984,78f7b3abab51,0.9028,1.0
37e33f82ee41,CHEMBL5776801,CHEMBL6010002,97ded8cef144,fbdd45c5827b,10b0daeaabb9,62639d677f60,0.9014,1.0
be0b9d0030f8,CHEMBL5764214,CHEMBL6022727,1f8f9ed1821f,1f620d57bcc3,3de7919ffd89,3de7919ffd89,0.8966,1.0
4dfaf1c17179,CHEMBL5739918,CHEMBL6022727,2ef6f019c76e,1f620d57bcc3,3de7919ffd89,3de7919ffd89,0.8953,1.0
f6a531dcbebc,CHEMBL5823139,CHEMBL5952683,ff39808da480,2703663ffe31,24541632ebb1,89c95bb3a2d6,0.8919,1.0
2e52c39ac0d4,CHEMBL5784892,CHEMBL6053889,c10ae63dc4e3,3d6cd54c2bf1,f57566a05954,f57566a05954,0.8906,1.0
05cb919c7850,CHEMBL5776801,CHEMBL5828306,97ded8cef144,78073ce5ca33,10b0daeaabb9,a20b6afc1803,0.8873,1.0
4b41d7383fec,CHEMBL3891187,CHEMBL3956465,077619f8a125,412268a0673b,27529897247c,27529897247c,0.8871,1.0
59d968956ce8,CHEMBL5851971,CHEMBL5926025,6ffbe1e342cc,338b5011fe4d,ad59efdc1f06,ad59efdc1f06,0.8857,1.0
955cb5bbc47a,CHEMBL5879544,CHEMBL5962200,a6ceca74d7fd,7e7a9da2759c,ad59efdc1f06,ad59efdc1f06,0.8857,1.0
beac8ca5553b,CHEMBL3954273,CHEMBL5810016,de48bc4754f1,9ed351abac89,27529897247c,27529897247c,0.8814,1.0
425b464732a2,CHEMBL5856597,CHEMBL6044013,001d87f63d09,65f3986cd0eb,27529897247c,27529897247c,0.8814,1.0
41ddf4eaf9b6,CHEMBL5764214,CHEMBL5813164,1f8f9ed1821f,b314cf5d8880,3de7919ffd89,3de7919ffd89,0.8791,1.0
5a423e434da4,CHEMBL5822177,CHEMBL5906808,7b1e9b044aa6,5a604f6f6fba,ecd5b52d5793,a33380b4c48c,0.8784,1.0
efa90c8cf508,CHEMBL3699594,CHEMBL3699619,71b997da8f4f,6a6f88dc548f,0b0bb31fe13d,0b0bb31fe13d,0.878,1.0
2acbb2d2f586,CHEMBL5801421,CHEMBL5802925,a93cf9106a31,3efe55a8f352,ad59efdc1f06,ad59efdc1f06,0.8767,1.0
24ddf333dfbf,CHEMBL5739918,CHEMBL5932064,2ef6f019c76e,dfec45b5f9bc,3de7919ffd89,3de7919ffd89,0.8764,1.0
c6d2c93c808b,CHEMBL3930810,CHEMBL3978161,cab272eb77a4,c04e778bbee5,26d6f17b0813,26d6f17b0813,0.875,1.0
2470dd4f47fd,CHEMBL5801421,CHEMBL5926025,a93cf9106a31,338b5011fe4d,ad59efdc1f06,ad59efdc1f06,0.8732,1.0
abc6b6fa1ec6,CHEMBL3699619,CHEMBL3699620,6a6f88dc548f,68672d521e07,0b0bb31fe13d,0b0bb31fe13d,0.8675,1.0
4d4b1b06123f,CHEMBL5754376,CHEMBL6016572,8ca826283a91,067087371881,ad59efdc1f06,ad59efdc1f06,0.8657,1.0
4ed876d3d83c,CHEMBL5746447,CHEMBL6010002,146ad5d62883,fbdd45c5827b,024ad4fa3cc7,62639d677f60,0.863,1.0
6bdd8aa705f2,CHEMBL5773851,CHEMBL5950819,d864006eaaaa,779e198681fd,1aed921ef519,9cb0c87dcb9a,0.8615,1.0
4ac4dea71662,CHEMBL5069609,CHEMBL5075594,04c7e5d4485c,e67532400345,8fbad1b089dd,8fbad1b089dd,0.8608,1.0
e1bbea231420,CHEMBL5833583,CHEMBL6048496,59389dae39f8,4e4c02c03540,27529897247c,27529897247c,0.8594,1.0
8793059eee90,CHEMBL5865390,CHEMBL5990498,936134d09ac7,f411855e933d,97427f1cffc5,97427f1cffc5,0.8592,1.0
7474ce34a229,CHEMBL5872134,CHEMBL5990498,3f5a31da8164,f411855e933d,97427f1cffc5,97427f1cffc5,0.8592,1.0
63463b18aa78,CHEMBL5909001,CHEMBL5990498,0a03b6dca73c,f411855e933d,97427f1cffc5,97427f1cffc5,0.8592,1.0
53e1dbde476d,CHEMBL5852304,CHEMBL5879544,dee9bed96741,a6ceca74d7fd,ad59efdc1f06,ad59efdc1f06,0.8571,1.0
e0fa4ac64080,CHEMBL5833997,CHEMBL6016935,91418803c36a,ce8242792900,27529897247c,27529897247c,0.8548,1.0
d9de26a4e4ce,CHEMBL5790497,CHEMBL5801421,f03d7f0e64ae,a93cf9106a31,ad59efdc1f06,ad59efdc1f06,0.8514,1.0
999b23b1f941,CHEMBL5190121,CHEMBL5284528,9046c7dcf916,697f45d0d387,aecd10949276,aecd10949276,0.8511,1.0
64d80005dac8,CHEMBL3758278,CHEMBL3759459,7719cfbe6bdb,ca2011900f7f,0e7acafb2eb9,0e7acafb2eb9,0.85,1.0
